,sighting,报道,citizen,officer,纬度,经度,city,nation,city_interpol,has_weapon,has_hat,has_jacket,behavior
3321,2011-06-08,2011-07-13,Jillian Taylor,Christopher Ross,34.5624,38.28402,Tadmur,SY,Damascus,True,True,False,oblivious
3322,1987-03-15,1987-04-12,Kimberly Wells,Nicole Scott,16.06213,76.0586,Hungund,IN,Kolkata,False,True,True,insulting
3323,2012-07-01,2012-08-07,Daniel Campbell,Angela Strickland,28.92694,78.23456,Bachhraon,IN,Kolkata,False,True,True,confessing
3324,2012-07-12,2012-07-27,Jasmine Moreno,Rebecca Snyder MD,37.65639,126.835,Goyang-si,KR,Seoul,False,True,True,worried
3325,2015-06-05,2015-06-08,Michelle Perry,Larry Braun,35.85,117.7,Dongdu,CN,Shanghai,False,True,True,hostile
3326,1998-12-16,1999-02-06,Miranda Holder,Ashley Davis,-7.0981,109.3243,Randudongkal,ID,Jakarta,False,True,True,injured
3327,1997-04-03,1997-04-22,Benjamin Stevens,Robert Merritt,8.43333,99.96667,Nakhon Si Thammarat,TH,Bangkok,False,False,False,out-of-control
3328,2005-08-29,2005-09-04,Timothy Smith,Kerry Buck,14.14989,121.3152,Calauan,PH,Manila,False,True,True,paranoid
3329,1989-07-05,1989-08-27,Christopher Obrien,Ashley Larson,58.23583,92.48278,Lesosibirsk,RU,Krasnoyarsk,False,False,True,fleeing
3330,2010-03-23,2010-05-21,Mallory Harris,Laura Parks,11.50526,77.23826,Sathyamangalam,IN,Kolkata,False,True,True,insulting
3331,1994-09-10,1994-11-04,Tracey Shannon,Amanda Petersen DDS,0.51667,101.44167,Pekanbaru,ID,Jakarta,False,True,True,over-complimenting
3332,1993-06-09,1993-07-28,Margaret Brown,Monica Davis,16.0567,103.65309,Roi Et,TH,Bangkok,False,True,True,happy
3333,2005-10-09,2005-10-14,Courtney Martinez,Patricia Hall,34.86472,117.55417,Zaozhuang,CN,Shanghai,False,True,True,worried
3334,2010-12-06,2010-12-26,James Reyes,Dean Martinez,36.65,138.31667,Suzaka,JP,Tokyo,False,False,True,injured
3335,2021-04-10,2021-05-28,Sarah Long,Michael Mueller,1.6561,103.6032,Kulai,MY,Kuala Lumpur,False,True,True,confessing
3336,2021-01-19,2021-03-05,Theresa Khan,Justin Edwards,36.0,139.55722,Okegawa,JP,Tokyo,False,True,True,scared
3337,1990-12-05,1991-01-13,Jeffery Stephens,Todd Garcia,12.37169,123.62494,Masbate,PH,Manila,False,False,True,accusatory
3338,2019-12-24,2020-02-03,Anne Mooney,Jason Mccarthy,38.55632,69.01354,Vahdat,TJ,Dushanbe,False,True,True,out-of-control
3339,2018-10-02,2018-10-23,Susan Mendoza,Jacob Salazar,40.85158,122.74754,Haicheng,CN,Shanghai,False,True,True,scared
3340,1986-06-03,1986-07-28,Cynthia Kennedy,Ashley Farrell,21.34222,71.30633,Kundla,IN,Kolkata,False,True,True,silent
3341,1990-03-09,1990-04-19,Nathan Bernard,Jerry Cruz,25.92493,73.66633,Sojat,IN,Kolkata,False,False,False,out-of-control
3342,1997-06-03,1997-06-18,Whitney Walton,Lucas Kirk,-6.48167,106.85417,Cibinong,ID,Jakarta,False,True,False,paranoid
3343,2004-04-02,2004-04-03,Roy Hunt,Patricia Perez,35.85,117.7,Dongdu,CN,Shanghai,False,True,True,accusatory
3344,2021-03-31,2021-05-15,Rebecca Reed,Deborah Harrison,58.7002,59.4839,Kachkanar,RU,Yekaterinburg,True,False,True,out-of-control
3345,2022-02-07,2022-03-30,James Duarte,Anthony Harris,32.61603,44.02488,Karbala,IQ,Baghdad,False,False,True,paranoid
3346,1996-01-13,1996-02-06,Sandra Sexton,Emily Santana,26.32293,91.00632,Barpeta,IN,Kolkata,False,True,True,out-of-control
3347,1997-02-02,1997-02-17,Angela Johnson,Christina Krause,35.0,136.51667,Komono,JP,Tokyo,False,True,True,happy
3348,2016-07-31,2016-08-09,Lisa James,Jeffery Lee,58.04254,65.27258,Tavda,RU,Yekaterinburg,False,True,True,complaining
3349,2020-07-28,2020-09-11,Gary Joseph,Matthew Young,36.64852,51.49621,Nowshahr,IR,Tehran,False,False,True,paranoid
3350,2010-11-19,2010-11-27,Joel Arnold,Tony Bell,15.79408,104.1451,Yasothon,TH,Bangkok,False,False,False,panicking
3351,2012-02-13,2012-02-26,Matthew Nguyen,Melvin Hansen,38.55632,69.01354,Vahdat,TJ,Dushanbe,False,True,True,unhappy
3352,1989-10-26,1989-11-08,Joshua Henderson,Valerie Griffin,35.64889,117.27583,Sishui,CN,Shanghai,False,True,False,tense
3353,2003-09-02,2003-10-10,Michael Brown,Judith Meyer,15.45144,78.14797,Betamcherla,IN,Kolkata,False,True,True,worried
3354,1997-01-09,1997-02-13,Richard Jackson,Garrett Martinez,12.35275,121.06761,San Jose,PH,Manila,False,True,True,tense
3355,2000-03-23,2000-04-23,John Diaz,Katelyn Garcia,22.37066,114.10479,Tsuen Wan,HK,Hong Kong,False,True,True,scared
3356,2003-09-22,2003-10-27,Jeffrey Rivas,Lindsey Wheeler,25.75728,75.37991,Deoli,IN,Kolkata,False,False,True,confessing
3357,2007-10-03,2007-11-27,Daniel Jackson,Steven Lee,31.71667,73.38333,Sangla Hill,PK,Karachi,True,False,True,scared
3358,1986-12-21,1987-01-31,Tyler Fuller,Kerri Clay,27.52948,68.75915,Khairpur Mir‚Äôs,PK,Karachi,True,True,True,friendly
3359,1987-06-23,1987-06-27,Matthew Reynolds,Diana Torres,-6.48167,106.85417,Cibinong,ID,Jakarta,False,True,True,happy
3360,1993-07-06,1993-08-11,Melissa Brown,Dawn Simmons,32.05971,34.8732,Ganei Tikva,IL,Jerusalem,False,True,True,evasive
3361,2017-12-25,2017-12-26,Natasha Flores,Barbara Bailey,38.45598,48.87498,Astara,AZ,Baku,False,True,True,oblivious
3362,2005-09-14,2005-10-24,Todd White,Matthew Young,34.9,137.5,Shinshiro,JP,Tokyo,False,False,False,out-of-control
3363,1996-01-19,1996-02-12,Phillip Harris,Caleb Cook,60.97944,76.92421,Izluchinsk,RU,Yekaterinburg,False,False,True,friendly
3364,2015-02-28,2015-03-17,Dr. Taylor Mclean,Robert Arellano,46.51872,86.00214,Hoxtolgay,CN,Urumqi,False,False,True,fleeing
3365,2000-01-17,2000-03-07,Philip Fisher,Eric Roberts,22.75218,72.68533,Kheda,IN,Kolkata,True,True,True,insulting
3366,2006-05-06,2006-05-31,Brent Morris,Phillip Quinn,41.82143,41.77921,Kobuleti,GE,Tbilisi,False,False,True,talkative
3367,2013-03-02,2013-03-16,Charles Austin,Donald Pierce,36.81667,117.81667,Zhoucun,CN,Shanghai,True,False,True,panicking
3368,1996-01-30,1996-03-20,Brittany Jones,Michelle Green,2.2139,102.3278,Kampung Ayer Molek,MY,Kuala Lumpur,False,True,True,friendly
3369,1986-09-20,1986-11-16,Kimberly Guerrero,Jacqueline Maldonado,13.8196,100.04427,Nakhon Pathom,TH,Bangkok,False,False,True,out-of-control
3370,1988-05-20,1988-07-11,Corey Cole,Ashley Farrell,24.28859,116.11768,Meizhou,CN,Shanghai,False,True,True,friendly
3371,2007-07-28,2007-09-01,Latoya Ward,Sarah Green,34.61667,135.6,Yao,JP,Tokyo,False,True,True,panicking
3372,2021-06-12,2021-07-26,Crystal Wagner,Christopher Morrison,37.1759,128.9889,T‚Äôaebaek,KR,Seoul,False,False,True,lonely
3373,1997-05-17,1997-05-28,Debra Garcia,Denise Kramer,36.53333,136.61667,Nonoichi,JP,Tokyo,False,True,True,lonely
3374,1999-01-24,1999-01-29,Mrs. Dominique Hernandez,Mr. Shannon Sharp,35.815,139.6853,Shimotoda,JP,Tokyo,False,True,True,insulting
3375,2004-02-23,2004-03-03,Dustin Boyd,Melinda Soto,24.05979,77.40858,Leteri,IN,Kolkata,False,True,True,happy
3376,2008-02-07,2008-04-03,Kristy Moore,Angela Johnson,35.06667,135.21667,Sasayama,JP,Tokyo,False,False,True,tense
3377,1988-01-17,1988-01-24,Nicole Holder MD,Chad Chandler,-3.5403,118.9707,Majene,ID,Makassar,False,True,False,insulting
3378,2013-03-08,2013-03-21,Terry Brooks,Ashley Larson,21.46527,83.97573,Sambalpur,IN,Kolkata,False,True,True,worried
3379,1988-03-18,1988-03-23,Angela Bradshaw,Mary Weaver,28.92694,78.23456,Bachhraon,IN,Kolkata,False,False,True,accusatory
3380,2011-10-12,2011-12-05,Mr. Raymond Williams,Dawn Pierce,22.88783,84.13864,Jashpurnagar,IN,Kolkata,False,True,True,panicking
3381,2015-04-13,2015-05-13,William Mcmillan,Deborah Harrison,-1.26753,116.82887,Balikpapan,ID,Makassar,False,False,True,unhappy
3382,2017-06-13,2017-08-07,Jeremy Vaughn,Jeffery Weaver,14.37395,100.48528,Bang Ban,TH,Bangkok,False,True,True,accusatory
3383,2017-09-09,2017-10-05,Anthony Weaver,Mark Valenzuela,10.31672,123.89071,Cebu City,PH,Manila,False,True,True,confessing
3384,2020-12-05,2020-12-24,Amy Reed,Charles Mitchell,36.33011,138.89585,Annaka,JP,Tokyo,False,True,True,scared
3385,2005-05-21,2005-06-18,Lauren Jones,Chris Campbell Jr.,40.11583,67.84222,Jizzax,UZ,Samarkand,False,False,True,happy
3386,1999-06-06,1999-07-18,Bryan Harrington,Parker Mitchell,30.76468,74.12286,Kanganpur,PK,Karachi,False,False,False,paranoid
3387,1991-05-10,1991-06-30,Kayla Oliver,Emily Santana,6.95194,121.96361,Recodo,PH,Manila,False,True,True,tense
3388,1988-12-09,1989-02-06,Glenn Bruce,Jeffery Lee,30.46907,70.96699,Kot Addu,PK,Karachi,False,False,True,worried
3389,1994-03-23,1994-04-28,Todd Martinez,Jennifer Shannon,27.9247,78.40102,Chharra,IN,Kolkata,False,True,True,lonely
3390,2019-12-03,2020-01-14,Elizabeth Long,Donald Miller,12.35275,121.06761,San Jose,PH,Manila,False,False,False,worried
3391,1993-03-17,1993-04-22,Kathleen Miranda,Andrea Watkins,34.56861,105.89333,Beidao,CN,Shanghai,False,True,True,happy
3392,2020-05-22,2020-07-11,Meagan Kramer,Mark Valenzuela,4.88441,101.96857,Gua Musang,MY,Kuala Lumpur,False,False,True,fleeing
3393,2007-02-03,2007-02-22,Jordan Phelps,Glen Walker,12.97389,123.99333,Sorsogon,PH,Manila,False,True,True,talkative
3394,2016-03-17,2016-05-12,Chris Gates,Lindsey Wheeler,18.18158,76.03889,Osmanabad,IN,Kolkata,False,True,True,tense
3395,2003-01-20,2003-02-16,Pamela Sandoval,Rebecca Jackson,53.14657,140.72287,Nikolayevsk-on-Amure,RU,Vladivostok,False,True,True,happy
3396,2020-01-01,2020-02-09,Margaret Miller,Kathryn Martin,12.1277,78.15794,Dharmapuri,IN,Kolkata,False,False,True,paranoid
3397,1992-07-04,1992-08-04,Victor Parks,Christopher Smith,47.90771,106.88324,Ulan Bator,MN,Ulaanbaatar,False,True,True,complaining
3398,1998-11-24,1998-12-25,Megan Guzman,Stephen Mills,16.0567,103.65309,Roi Et,TH,Bangkok,False,True,True,tense
3399,2011-09-08,2011-09-18,Ashley Austin,Brian Haas,13.8196,100.04427,Nakhon Pathom,TH,Bangkok,False,True,True,evasive
3400,2018-12-25,2018-12-25,Harold Rogers,Stephanie Taylor,23.07492,88.28637,Pandua,IN,Kolkata,True,True,True,over-complimenting
3401,1998-03-06,1998-04-23,Jessica Adams,Rebecca Snyder MD,25.6439,77.9129,Narwar,IN,Kolkata,False,False,True,talkative
3402,1999-03-23,1999-05-15,James Sellers MD,John Wright,1.6,103.81667,Ulu Tiram,MY,Kuala Lumpur,True,True,True,friendly
3403,2020-08-03,2020-09-16,Candice Cook,Julia Reynolds,31.96258,73.97117,Naushahra Virkan,PK,Karachi,False,False,True,tense
3404,1988-11-06,1988-12-15,Tammy Graham,Jessica Joseph,15.73628,75.96976,Gajendragarh,IN,Kolkata,False,True,True,hostile
3405,2018-07-29,2018-09-25,Whitney Hudson,Micheal Thomas,10.29085,105.75635,Sa Dec,VN,Ho Chi Minh,False,False,True,hostile
3406,1988-12-30,1989-01-01,Melanie Wallace,Gregory Hanson,53.14657,140.72287,Nikolayevsk-on-Amure,RU,Vladivostok,False,True,True,worried
3407,1988-07-10,1988-08-20,Michael Simpson,Sue Norman DVM,31.82539,72.54064,Sillanwali,PK,Karachi,False,True,True,paranoid
3408,2014-02-23,2014-04-07,Andrew Phillips,Robert Meyer,25.6439,77.9129,Narwar,IN,Kolkata,False,True,False,out-of-control
3409,2017-04-20,2017-05-09,Amanda Mccarthy,Steven Edwards,29.69221,72.54566,Hasilpur,PK,Karachi,False,False,True,worried
3410,2014-12-29,2015-02-24,Brandon Simmons,Zachary Hawkins,45.35,126.28333,Shuangcheng,CN,Shanghai,False,True,True,fleeing
3411,1991-06-15,1991-07-26,Phillip Rubio,Brian Velasquez,6.25947,102.05461,Tak Bai,TH,Bangkok,False,False,True,insulting
3412,2019-08-27,2019-10-11,Nicole Richards,Larry Braun,65.93381,111.4834,Aykhal,RU,Yakutsk,True,True,True,confessing
3413,2011-12-10,2011-12-24,Derek Dalton,Sandra Odonnell,13.44581,101.18445,Phanat Nikhom,TH,Bangkok,False,False,True,silent
3414,2004-07-25,2004-09-10,Jennifer Andrews,Patricia Williams,12.04161,75.35927,Talipparamba,IN,Kolkata,False,False,True,out-of-control
3415,2000-08-19,2000-09-26,Andrea Daniel,Christine Shah,32.57756,71.52847,Mianwali,PK,Karachi,False,True,True,friendly
3416,2005-01-12,2005-02-13,Andrea Lee,Robert Merritt,17.34769,78.55757,Lal Bahadur Nagar,IN,Kolkata,False,False,True,injured
3417,1997-04-27,1997-06-04,Christopher Simmons,Michael Higgins,32.55531,76.12647,Chamba,IN,Kolkata,False,True,True,happy
3418,2010-08-02,2010-08-15,Richard Garrett,Linda Finley,6.84019,79.87116,Dehiwala-Mount Lavinia,LK,Colombo,False,False,True,talkative
3419,2013-12-12,2014-01-25,James Greene,Holly Chapman,36.19278,117.65694,Laiwu,CN,Shanghai,False,False,True,paranoid
3420,2008-07-23,2008-08-15,Mary Zimmerman,Rhonda Jones,31.78336,35.23388,East Jerusalem,PS,Hebron,False,True,True,injured
3421,2013-05-22,2013-06-17,Joel Griffin,Belinda Thompson,22.83957,91.84128,Manikchari,BD,Dhaka,False,True,True,lonely
3422,2004-04-27,2004-05-23,Jessica Wells,Brandi Jones,24.28859,116.11768,Meizhou,CN,Shanghai,False,True,True,hostile
3423,1988-05-11,1988-05-14,Lisa Gardner,Dana Parker,39.46667,141.95,Yamada,JP,Tokyo,True,False,True,out-of-control
3424,2013-10-21,2013-11-10,Kelly Hill,Jerry Stephenson,4.88441,101.96857,Gua Musang,MY,Kuala Lumpur,False,True,True,fleeing
3425,1985-06-19,1985-08-08,Rachel Bowman,Sue Norman DVM,29.98869,122.20488,Zhoushan,CN,Shanghai,False,True,True,panicking
3426,2018-01-09,2018-02-05,Brandon Lane,Stephanie Brooks,11.12018,76.11996,Manjeri,IN,Kolkata,True,False,True,hostile
3427,1995-11-09,1995-11-21,Alexandra Russell,Logan Duncan,37.73222,115.70111,Hengshui,CN,Shanghai,False,True,True,fleeing
3428,2021-09-02,2021-10-11,Lauren Park,Brandy Mendez,45.75279,130.57211,Boli,CN,Shanghai,False,True,True,insulting
3429,2007-08-05,2007-09-27,Erik Ward,Kimberly Perez,10.7375,122.9666,Talisay,PH,Manila,False,True,False,fleeing
3430,1991-04-19,1991-06-13,Michael Odonnell,Connie Ramos,5.4709,100.24529,Batu Feringgi,MY,Kuala Lumpur,False,True,True,tense
3431,1995-02-24,1995-04-10,Isabella George,Daniel Lewis,36.65,138.31667,Suzaka,JP,Tokyo,False,False,True,accusatory
3432,1998-04-24,1998-05-09,Karen Nelson,Nicole Payne,12.1277,78.15794,Dharmapuri,IN,Kolkata,False,False,True,tense
3433,1986-02-20,1986-03-29,Samuel Valdez,Lindsey Wheeler,4.88441,101.96857,Gua Musang,MY,Kuala Lumpur,False,False,True,hostile
3434,2003-12-14,2003-12-16,Lee Walker,Brittany Burnett,10.12268,77.54372,Periyakulam,IN,Kolkata,False,False,True,paranoid
3435,1995-02-15,1995-04-10,Todd Gordon,Jennifer Snyder,35.6803,51.0193,Shahre Jadide Andisheh,IR,Tehran,False,True,True,oblivious
3436,2016-04-29,2016-06-07,Sean Shaw,Chad Chandler,37.73222,115.70111,Hengshui,CN,Shanghai,False,False,True,fleeing
3437,2008-03-09,2008-05-07,Loretta Lewis,Melissa Meyers,8.43333,99.96667,Nakhon Si Thammarat,TH,Bangkok,False,True,True,silent
3438,2007-01-15,2007-01-30,Michael Long,Mr. Rodney Franco,16.0438,120.4861,Manaoag,PH,Manila,False,False,True,talkative
3439,1989-07-26,1989-09-05,Timothy Nguyen,Carrie Boone,29.98869,122.20488,Zhoushan,CN,Shanghai,False,True,True,happy
3440,2000-04-24,2000-06-21,Deborah Bell,Sarah Brown,9.3337,122.8637,Santa Catalina,PH,Manila,False,False,True,over-complimenting
3441,1999-09-23,1999-11-10,Dr. Katie Michael,Brian Hickman,14.53767,46.83187,Ataq,YE,Aden,False,True,True,complaining
3442,2018-10-30,2018-11-30,Hannah Guzman,Ashley Howell,33.78333,114.51667,Wacheng,CN,Shanghai,True,True,True,fleeing
3443,1999-03-10,1999-04-16,Holly Greene,Monica Davis,4.88441,101.96857,Gua Musang,MY,Kuala Lumpur,False,True,True,sad
3444,2015-04-01,2015-04-24,Jonathan Tyler,Susan Thomas,31.92923,34.86563,Ramla,IL,Jerusalem,False,True,True,talkative
3445,1997-03-14,1997-03-16,Jennifer Miles,Lauren Smith,9.3337,122.8637,Santa Catalina,PH,Manila,False,True,True,worried
3446,2014-10-20,2014-12-18,Melissa Williams DDS,Mrs. Amy Munoz PhD,36.65,138.31667,Suzaka,JP,Tokyo,False,False,True,friendly
3447,2015-10-03,2015-10-06,Justin Prince,John Carlson,14.14989,121.3152,Calauan,PH,Manila,False,False,True,complaining
3448,2000-01-21,2000-02-17,Ashley Warren,Tanya Conley,39.46667,141.95,Yamada,JP,Tokyo,False,True,True,insulting
3449,2011-01-28,2011-02-16,Andrew Burns,Dawn Lopez,17.30858,97.01124,Kyaikto,MM,Yangon,False,False,True,evasive
3450,2015-10-26,2015-11-27,Terri Lane,Nicole Hinton,36.65,138.31667,Suzaka,JP,Tokyo,True,True,True,accusatory
3451,2019-01-20,2019-01-31,Zachary Flores,Shelley Richardson,14.66,120.56528,Pilar,PH,Manila,False,True,True,insulting
3452,1988-01-27,1988-01-31,Erin Harris,Jacqueline Maldonado,10.58806,77.24779,Udumalaippettai,IN,Kolkata,False,True,True,worried
3453,2015-04-17,2015-06-04,John Wang,Ernest Spencer,30.76468,74.12286,Kanganpur,PK,Karachi,False,True,True,silent
3454,2018-11-11,2018-12-29,Abigail Hernandez,Denise Johnson,2.2139,102.3278,Kampung Ayer Molek,MY,Kuala Lumpur,False,False,True,out-of-control
3455,2015-02-19,2015-03-29,Austin Romero,Julie Nguyen,31.64615,120.74221,Changshu City,CN,Shanghai,False,True,True,sad
3456,1990-05-21,1990-07-14,Andrew Spence,Terry Erickson,54.48147,53.47103,Oktyabr‚Äôskiy,RU,Yekaterinburg,False,True,True,talkative
3457,2001-08-17,2001-09-25,Leslie Park,Thomas Hamilton,42.64031,125.51176,Dongfeng,CN,Shanghai,False,False,True,tense
3458,2008-03-05,2008-04-05,Brenda Evans,Michael Barron,-8.99167,125.21972,Maliana,TL,Dili,False,True,True,sad
3459,1998-08-05,1998-09-23,Ashlee Morris,Shawn Huang,31.64615,120.74221,Changshu City,CN,Shanghai,False,False,True,lonely
3460,2001-07-20,2001-08-13,George Walker,Rebecca Russell,14.62578,121.12251,Antipolo,PH,Manila,False,False,True,paranoid
3461,2007-08-27,2007-10-04,Travis Johnson,Shelly Espinoza,30.21121,74.4818,Malaut,IN,Kolkata,False,True,True,injured
3462,2020-11-05,2020-11-21,Pamela Glover,Mr. Rodney Franco,25.92493,73.66633,Sojat,IN,Kolkata,True,True,True,talkative
3463,2004-04-15,2004-05-02,Christina Lewis,Sherry Aguilar,25.66795,85.83636,Dalsingh Sarai,IN,Kolkata,False,True,True,injured
3464,2019-02-06,2019-02-21,Holly Acosta,Angelica Chan,28.88162,120.03308,Guli,CN,Shanghai,True,True,False,injured
3465,2006-06-17,2006-06-29,Charles Davis,Kyle Thomas,12.25282,79.41727,Gingee,IN,Kolkata,False,False,True,fleeing
3466,2018-07-18,2018-08-17,Christine Arroyo,Leslie Anderson,36.21544,65.93249,Sar-e Pul,AF,Kabul,False,True,True,fleeing
3467,1988-03-01,1988-03-09,Wesley Young,Anthony Harris,20.88098,75.11937,Parola,IN,Kolkata,False,False,True,happy
3468,1985-12-05,1985-12-17,Kaitlyn Jensen,Cynthia Carr,27.55898,68.21204,Larkana,PK,Karachi,False,True,False,lonely
3469,2019-02-26,2019-03-07,Megan Davenport,William Barton,21.53889,71.57737,Gariadhar,IN,Kolkata,False,True,True,scared
3470,2007-07-16,2007-08-02,Kathryn White,Jimmy Patel,30.81383,75.16878,Moga,IN,Kolkata,False,False,True,insulting
3471,2007-09-11,2007-10-05,Ms. Melissa Costa,Brandi Jones,-3.5403,118.9707,Majene,ID,Makassar,False,True,True,sad
3472,2010-10-02,2010-10-23,Vanessa Hart DVM,Brendan Love,36.75965,137.36215,Namerikawa,JP,Tokyo,True,True,False,unhappy
3473,1987-05-25,1987-06-30,Jeffery Cohen,Tony Bell,12.1277,78.15794,Dharmapuri,IN,Kolkata,False,True,True,worried
3474,2015-11-25,2016-01-08,Sue Ford,Jeremy Moran,37.73222,115.70111,Hengshui,CN,Shanghai,False,True,True,paranoid
3475,1995-08-05,1995-10-01,Amber Campbell,Marie Hill,37.30553,120.82747,Zhuangyuan,CN,Shanghai,False,False,True,hostile
3476,1990-10-22,1990-11-20,Monique Martin,Joshua Curtis,36.20389,127.08472,Nonsan,KR,Seoul,False,True,True,panicking
3477,2007-03-22,2007-04-12,Stephen Evans,Brian Velasquez,35.6803,51.0193,Shahre Jadide Andisheh,IR,Tehran,False,True,True,paranoid
3478,1992-02-22,1992-03-12,Christopher Rich,Bethany Chen,36.65,138.31667,Suzaka,JP,Tokyo,False,True,True,complaining
3479,1986-03-19,1986-05-11,Cindy Rodriguez,Charles Mitchell,41.09822,120.74792,Nanpiao,CN,Shanghai,False,True,True,friendly
3480,2017-03-30,2017-05-25,Debra Kaiser,Emily Mccoy,14.95472,120.89694,Baliuag,PH,Manila,False,True,True,accusatory
3481,2017-03-23,2017-04-19,Sarah Olson,Angelica Chan,-3.5403,118.9707,Majene,ID,Makassar,False,False,True,happy
3482,1991-05-07,1991-05-23,Thomas Cameron,Jerry Collins,42.64031,125.51176,Dongfeng,CN,Shanghai,False,True,False,worried
3483,2017-11-21,2018-01-01,Kimberly Hebert,Jeremy Mccullough,16.455,120.5875,La Trinidad,PH,Manila,False,False,True,hostile
3484,1997-11-20,1998-01-05,Evan Walker,Charles Walls,23.49668,86.68363,Adra,IN,Kolkata,False,False,True,hostile
3485,2014-07-07,2014-09-03,Cody Potter,Jennifer Malone,58.04254,65.27258,Tavda,RU,Yekaterinburg,False,True,True,oblivious
3486,2003-03-09,2003-04-27,Tina Green,Chris Campbell Jr.,25.66795,85.83636,Dalsingh Sarai,IN,Kolkata,True,True,True,worried
3487,1987-06-28,1987-08-09,Kaitlin Key,Sarah Green,34.75856,136.13108,Ueno-ebisumachi,JP,Tokyo,False,True,True,friendly
3488,1998-03-29,1998-05-11,Shawn Brock,Timothy Williams,21.53889,71.57737,Gariadhar,IN,Kolkata,False,True,False,out-of-control
3489,2006-02-24,2006-03-19,Aaron Mays,Jesse Boyd,46.51872,86.00214,Hoxtolgay,CN,Urumqi,False,False,False,tense
3490,2012-07-23,2012-07-27,Miranda Johnson,Jamie Price,14.66,120.56528,Pilar,PH,Manila,False,False,True,tense
3491,1998-10-05,1998-10-15,Cynthia Pham,Tiffany Bennett,18.18158,76.03889,Osmanabad,IN,Kolkata,False,True,True,evasive
3492,2004-09-27,2004-11-25,Valerie Mcneil,James Burnett,1.6561,103.6032,Kulai,MY,Kuala Lumpur,False,True,False,out-of-control
3493,1996-03-15,1996-04-02,Barbara Brown,Daniel Brown,5.90702,116.10146,Donggongon,MY,Kuching,True,False,True,sad
3494,1988-09-25,1988-10-14,Andre Wolf,Timothy Frank,30.29184,71.67164,Qadirpur Ran,PK,Karachi,False,True,True,injured
3495,2005-03-08,2005-05-02,Carrie Alvarez,Tiffany Morrison,16.0567,103.65309,Roi Et,TH,Bangkok,False,False,True,out-of-control
3496,1989-09-11,1989-09-28,Steven Drake,Scott Houston,34.61667,135.6,Yao,JP,Tokyo,False,False,True,worried
3497,2002-07-06,2002-07-08,Gregory Allison,Hannah Palmer,31.64615,120.74221,Changshu City,CN,Shanghai,False,True,True,fleeing
